solver,grid_size,sudoku_number,evaluations,backtracks,time_taken,status
DPLL,4x4,67,1,0,0.0014126300811767578,SATISFIABLE
DPLL,4x4,68,1,0,0.0012979507446289062,SATISFIABLE
DPLL,4x4,69,1,0,0.0011661052703857422,SATISFIABLE
DPLL,4x4,7,1,0,0.0012881755828857422,SATISFIABLE
DPLL,4x4,70,1,0,0.003100872039794922,SATISFIABLE
DPLL,4x4,71,1,0,0.0012049674987792969,SATISFIABLE
DPLL,4x4,72,1,0,0.0013308525085449219,SATISFIABLE
DPLL,4x4,73,1,0,0.0012981891632080078,SATISFIABLE
DPLL,4x4,74,1,0,0.003123760223388672,SATISFIABLE
DPLL,4x4,75,1,0,0.0012881755828857422,SATISFIABLE
DPLL,4x4,76,1,0,0.0013427734375,SATISFIABLE
DPLL,4x4,77,1,0,0.0013060569763183594,SATISFIABLE
DPLL,4x4,78,1,0,0.0013217926025390625,SATISFIABLE
DPLL,4x4,79,1,0,0.0033719539642333984,SATISFIABLE
DPLL,4x4,8,1,0,0.0012001991271972656,SATISFIABLE
DPLL,4x4,80,1,0,0.003324747085571289,SATISFIABLE
DPLL,4x4,81,1,0,0.0012679100036621094,SATISFIABLE
DPLL,4x4,82,1,0,0.0028231143951416016,SATISFIABLE
DPLL,4x4,83,1,0,0.0013401508331298828,SATISFIABLE
DPLL,4x4,84,1,0,0.0013020038604736328,SATISFIABLE
DPLL,4x4,85,1,0,0.0013208389282226562,SATISFIABLE
DPLL,4x4,86,1,0,0.0013270378112792969,SATISFIABLE
DPLL,4x4,87,1,0,0.003267049789428711,SATISFIABLE
DPLL,4x4,88,1,0,0.0013077259063720703,SATISFIABLE
DPLL,4x4,89,1,0,0.003220081329345703,SATISFIABLE
DPLL,4x4,9,1,0,0.0013079643249511719,SATISFIABLE
DPLL,4x4,90,1,0,0.0013570785522460938,SATISFIABLE
DPLL,4x4,91,1,0,0.0012700557708740234,SATISFIABLE
DPLL,4x4,92,1,0,0.0033528804779052734,SATISFIABLE
DPLL,4x4,93,1,0,0.0014629364013671875,SATISFIABLE
DPLL,4x4,94,1,0,0.0013267993927001953,SATISFIABLE
DPLL,4x4,95,1,0,0.0012791156768798828,SATISFIABLE
DPLL,4x4,96,1,0,0.003449678421020508,SATISFIABLE
DPLL,4x4,97,1,0,0.0033121109008789062,SATISFIABLE
DPLL,4x4,98,1,0,0.0033898353576660156,SATISFIABLE
DPLL,4x4,99,1,0,0.0013480186462402344,SATISFIABLE
DPLL,9x9-hard,1,41,57,0.48078489303588867,SATISFIABLE
DPLL,9x9-hard,10,3,0,0.30881786346435547,SATISFIABLE
DPLL,9x9-hard,100,15,15,0.3695948123931885,SATISFIABLE
DPLL,9x9-hard,11,46,56,0.44650983810424805,SATISFIABLE
DPLL,9x9-hard,12,18,17,0.3515439033508301,SATISFIABLE
